GT,Score
Neoplasia vulvar intraepitelial,P5
Canal aurículoventricular parcial,P0
Canal aurículoventricular completo,P0
Síndrome de Brugada,P1
Fibrosis quística,P1
Espina bífida aislada,P1
Atresia biliar,P1
Fístula anal,P1
Infección por adenovirus en pacientes inmunocomprometidos,P0
Uveítis posterior no infecciosa,P5
Pénfigo vulgar,P1
Síndrome del corazón izquierdo hipoplásico,P1
Enfermedad de Charcot-Marie-Tooth tipo 1,P1
Miocardiopatía dilatada familiar aislada,P5
Gastrosquisis,P1
Linfedema primario,P5
Trisomía,P0
Ictiosis recesiva ligada al cromosoma X,P1
Oclusión arterial periférica aguda,P0
Telangiectasia hemorrágica hereditaria,P1
Glomerulonefritis membranoproliferativa primaria,P0
Enfermedad de Buerger,P1
Tuberculosis,P1
Queratitis estromal,P0
Microtia,P1
Carcinoma raro de páncreas,P1
Esclerosis sistémica,P1
Síndrome del corazón izquierdo hipoplásico,P1
Carcinoma hepatocelular,P1
Síndrome de Marfan,P1
Mucopolisacaridosis tipo,P0
Enfermedad de Parkinson de inicio temprano,P1
Síndrome de Lennox-Gastaut,P1
Malformación cavernosa cerebral hereditaria,P0
Queratoconjuntivitis atópica,P1
Riñón displásico multiquístico unilateral,P5
Dentinogénesis imperfecta tipo 2,P1
Dentinogénesis imperfecta,P1
Ectopia tiroidea,P0
Parálisis supranuclear progresiva,P1
Hipertensión intracraneal idiopática,P1
Cistinuria,P1
Insuficiencia suprarrenal crónica primaria,P1
Holoprosencefalia,P0
Estenosis supravalvular aórtica,P0
Enfermedad de Hirschsprung,P1
Microtia,P1
Enfermedad de Stargardt,P5
Displasia broncopulmonar,P1
Empiema pleural,P5
Tumor estromal gastrointestinal,P1
Mucolipidosis tipo III alfa/beta,P0
Carcinoma de tiroides,P0
Triploidia,P0
Enfermedad de Von Willebrand,P1
Enfermedad de Addison,P1
Síndrome de Ehlers-Danlos hipermóvil,P1
Distrofia miotónica de Steinert,P5
Malformación linfática rara,P0
Síndrome de Stickler,P1
Neoplasia hematodérmica CD4+/CD56+,P0
Cáncer de pulmón de células pequeñas,P1
Deficiencia de acil-CoA deshidrogenasa de cadena media,P1
Enfermedad de Huntington,P1
Mieloma múltiple,P1
Onfalocele,P5
"Distonía focal, segmentaria o multifocal",P0
Fibrosis pulmonar idiopática,P1
Mastocitosis sistémica,P1
Hemofilia A,P1
Hemofilia A,P1
Fibrosis quística,P1
Neuroblastoma,P1
Leucemia linfoblástica aguda,P5
Síndrome de Mayer-Rokitansky-KüsterHauser,P1
Síndrome de Williams,P1
Alopecia total,P0
Hemorragia subaracnoidea aneurismática adquirida,P1
Síndrome de Dravet,P1
