GT,Score
Neoplasia vulvar intraepitelial,P5
Canal aurículoventricular parcial,P5
Canal aurículoventricular completo,P0
Síndrome de Brugada,P1
Fibrosis quística,P1
Espina bífida aislada,P5
Atresia biliar,P1
Fístula anal,P1
Infección por adenovirus en pacientes inmunocomprometidos,P5
Uveítis posterior no infecciosa,P5
Pénfigo vulgar,P1
Síndrome del corazón izquierdo hipoplásico,P1
Enfermedad de Charcot-Marie-Tooth tipo 1,P1
Miocardiopatía dilatada familiar aislada,P3
Gastrosquisis,P1
Linfedema primario,P1
Trisomía,P1
Ictiosis recesiva ligada al cromosoma X,P0
Oclusión arterial periférica aguda,P5
Telangiectasia hemorrágica hereditaria,P1
Glomerulonefritis membranoproliferativa primaria,P0
Enfermedad de Buerger,P1
Tuberculosis,P1
Queratitis estromal,P1
Microtia,P1
Carcinoma raro de páncreas,P1
Esclerosis sistémica,P1
Síndrome del corazón izquierdo hipoplásico,P1
Carcinoma hepatocelular,P1
Síndrome de Marfan,P1
Mucopolisacaridosis tipo,P5
Enfermedad de Parkinson de inicio temprano,P1
Síndrome de Lennox-Gastaut,P1
Malformación cavernosa cerebral hereditaria,P0
Queratoconjuntivitis atópica,P5
Riñón displásico multiquístico unilateral,P2
Dentinogénesis imperfecta tipo 2,P1
Dentinogénesis imperfecta,P1
Ectopia tiroidea,P0
Parálisis supranuclear progresiva,P1
Hipertensión intracraneal idiopática,P1
Cistinuria,P1
Insuficiencia suprarrenal crónica primaria,P5
Holoprosencefalia,P0
Estenosis supravalvular aórtica,P5
Enfermedad de Hirschsprung,P1
Microtia,P1
Enfermedad de Stargardt,P1
Displasia broncopulmonar,P1
Empiema pleural,P0
Tumor estromal gastrointestinal,P1
Mucolipidosis tipo III alfa/beta,P0
Carcinoma de tiroides,P5
Triploidia,P0
Enfermedad de Von Willebrand,P1
Enfermedad de Addison,P1
Síndrome de Ehlers-Danlos hipermóvil,P1
Distrofia miotónica de Steinert,P1
Malformación linfática rara,P1
Síndrome de Stickler,P1
Neoplasia hematodérmica CD4+/CD56+,P5
Cáncer de pulmón de células pequeñas,P1
Deficiencia de acil-CoA deshidrogenasa de cadena media,P1
Enfermedad de Huntington,P1
Mieloma múltiple,P1
Onfalocele,P1
"Distonía focal, segmentaria o multifocal",P5
Fibrosis pulmonar idiopática,P1
Mastocitosis sistémica,P5
Hemofilia A,P1
Hemofilia A,P1
Fibrosis quística,P1
Neuroblastoma,P1
Leucemia linfoblástica aguda,P1
Síndrome de Mayer-Rokitansky-KüsterHauser,P1
Síndrome de Williams,P1
Alopecia total,P5
Hemorragia subaracnoidea aneurismática adquirida,P1
Síndrome de Dravet,P1
